consumer_id,region_id,node_id_,act_date,deact_date,is_act
258,1,1,25-01-2020,31-01-2020,0
259,2,4,04-01-2020,05-01-2020,1
260,4,2,26-01-2020,17-02-2020,0
261,2,4,25-01-2020,07-02-2020,0
262,3,3,04-01-2020,13-01-2020,0
263,2,3,16-01-2020,16-01-2020,1
264,4,1,16-01-2020,31-01-2020,0
265,1,2,08-01-2020,28-01-2020,0
266,3,3,17-01-2020,04-02-2020,0
267,3,4,19-01-2020,24-01-2020,1
268,4,4,11-01-2020,12-01-2020,0
269,5,3,14-01-2020,30-01-2020,0
270,4,1,16-01-2020,24-01-2020,0
271,3,4,08-01-2020,16-01-2020,1
272,2,2,11-01-2020,16-01-2020,1
273,2,5,19-01-2020,05-02-2020,0
274,1,1,02-01-2020,14-01-2020,0
275,2,4,28-01-2020,28-01-2020,1
276,1,4,07-01-2020,10-01-2020,0
277,1,4,27-01-2020,23-02-2020,1
278,1,3,26-01-2020,03-02-2020,1
279,4,1,13-01-2020,30-01-2020,0
280,2,2,03-01-2020,24-01-2020,1
281,2,5,06-01-2020,07-01-2020,0
282,1,5,24-01-2020,21-02-2020,0
283,1,2,05-01-2020,31-01-2020,0
284,1,1,30-01-2020,29-02-2020,1
285,3,4,22-01-2020,04-02-2020,0
286,4,3,02-01-2020,03-01-2020,0
287,1,2,22-01-2020,05-02-2020,0
288,4,2,13-01-2020,27-01-2020,1
289,3,3,28-01-2020,27-02-2020,0
290,4,2,15-01-2020,17-01-2020,0
291,5,5,20-01-2020,01-02-2020,0
292,1,3,10-01-2020,02-02-2020,1
293,5,5,15-01-2020,22-01-2020,1
294,2,3,12-01-2020,02-02-2020,0
295,2,5,26-01-2020,27-01-2020,0
296,5,3,13-01-2020,17-01-2020,1
297,1,4,25-01-2020,02-02-2020,0
298,4,1,16-01-2020,07-02-2020,1
299,3,5,13-01-2020,08-02-2020,1
300,2,5,21-01-2020,11-02-2020,0
301,3,4,20-01-2020,02-02-2020,1
302,1,5,27-01-2020,12-02-2020,0
303,1,4,18-01-2020,09-02-2020,0
304,5,2,16-01-2020,10-02-2020,0
305,1,4,09-01-2020,08-02-2020,1
306,4,1,27-01-2020,10-02-2020,0
307,5,3,14-01-2020,27-01-2020,0
308,3,5,14-01-2020,17-01-2020,0
309,5,2,13-01-2020,06-02-2020,1
310,5,3,20-01-2020,13-02-2020,0
311,3,1,17-01-2020,21-01-2020,0
312,5,3,20-01-2020,07-02-2020,0
313,3,1,29-01-2020,24-02-2020,1
314,1,5,26-01-2020,30-01-2020,1
315,3,2,22-01-2020,05-02-2020,0
316,4,1,23-01-2020,07-02-2020,0
317,2,1,11-01-2020,22-01-2020,1
318,4,4,06-01-2020,16-01-2020,0
319,1,5,06-01-2020,07-01-2020,1
320,3,1,10-01-2020,23-01-2020,1
321,3,3,24-01-2020,04-02-2020,0
322,5,5,05-01-2020,24-01-2020,1
323,1,3,21-01-2020,17-02-2020,0
324,1,5,04-01-2020,02-02-2020,0
325,2,2,27-01-2020,04-02-2020,0
326,4,3,12-01-2020,06-02-2020,1
327,5,4,14-01-2020,03-02-2020,0
328,3,1,22-01-2020,12-02-2020,0
329,5,5,07-01-2020,16-01-2020,0
330,5,5,26-01-2020,27-01-2020,1
331,5,2,17-01-2020,20-01-2020,0
332,5,5,27-01-2020,15-02-2020,0
333,5,5,08-01-2020,29-01-2020,0
334,2,5,15-01-2020,29-01-2020,1
335,2,1,14-01-2020,22-01-2020,1
336,2,1,16-01-2020,30-01-2020,0
337,3,4,12-01-2020,06-02-2020,0
338,3,5,17-01-2020,09-02-2020,1
339,2,5,10-01-2020,23-01-2020,0
340,4,3,06-01-2020,25-01-2020,1
341,5,4,26-01-2020,15-02-2020,1
342,1,3,25-01-2020,26-01-2020,0
343,2,5,01-01-2020,22-01-2020,1
344,1,5,07-01-2020,26-01-2020,0
345,4,4,01-01-2020,02-01-2020,0
346,4,2,21-01-2020,12-02-2020,0
347,1,2,04-01-2020,02-02-2020,1
348,3,3,22-01-2020,29-01-2020,0
349,3,4,17-01-2020,28-01-2020,0
350,2,4,13-01-2020,17-01-2020,0
351,3,2,03-01-2020,16-01-2020,1
352,5,4,21-01-2020,07-02-2020,0
353,3,2,01-01-2020,06-01-2020,0
354,5,4,23-01-2020,19-02-2020,0
355,3,4,21-01-2020,16-02-2020,1
356,5,2,11-01-2020,21-01-2020,1
357,4,4,20-01-2020,17-02-2020,0
358,3,3,15-01-2020,22-01-2020,0
359,2,5,09-01-2020,23-01-2020,1
360,5,1,16-01-2020,23-01-2020,0
361,5,4,12-01-2020,10-02-2020,1
362,5,2,28-01-2020,17-02-2020,1
363,5,1,06-01-2020,09-01-2020,0
364,4,2,10-01-2020,07-02-2020,1
365,2,5,25-01-2020,26-01-2020,0
366,2,4,21-01-2020,10-02-2020,0
367,3,5,29-01-2020,25-02-2020,0
368,1,5,17-01-2020,07-02-2020,1
369,4,4,25-01-2020,13-02-2020,0
370,5,3,13-01-2020,07-02-2020,0
371,5,4,21-01-2020,11-02-2020,0
372,2,1,02-01-2020,15-01-2020,1
373,5,2,18-01-2020,10-02-2020,0
374,2,2,08-01-2020,23-01-2020,0
375,1,1,19-01-2020,22-01-2020,0
376,5,5,03-01-2020,17-01-2020,1
377,4,1,18-01-2020,17-02-2020,1
378,2,5,07-01-2020,18-01-2020,0
379,5,2,12-01-2020,28-01-2020,0
380,1,5,03-01-2020,18-01-2020,1
381,1,4,28-01-2020,08-02-2020,0
382,4,2,03-01-2020,07-01-2020,1
383,2,1,26-01-2020,22-02-2020,1
384,3,5,12-01-2020,12-01-2020,0
385,2,5,15-01-2020,07-02-2020,1
386,1,2,26-01-2020,02-02-2020,0
387,1,4,22-01-2020,25-01-2020,0
388,3,4,09-01-2020,03-02-2020,0
389,4,2,04-01-2020,19-01-2020,1
390,2,1,15-01-2020,22-01-2020,0
391,3,1,15-01-2020,12-02-2020,0
392,2,1,29-01-2020,29-01-2020,0
393,2,5,17-01-2020,05-02-2020,1
394,4,1,04-01-2020,30-01-2020,0
395,1,1,14-01-2020,05-02-2020,0
396,3,3,01-01-2020,24-01-2020,0
397,4,3,06-01-2020,30-01-2020,1
398,3,4,01-01-2020,27-01-2020,1
399,3,1,13-01-2020,23-01-2020,0
400,4,2,24-01-2020,28-01-2020,0
401,1,3,03-01-2020,11-01-2020,1
402,2,5,05-01-2020,09-01-2020,0
403,3,4,13-01-2020,11-02-2020,1
404,5,2,02-01-2020,12-01-2020,1
405,4,4,04-01-2020,19-01-2020,0
406,5,1,26-01-2020,02-02-2020,1
407,3,5,14-01-2020,06-02-2020,0
408,5,1,21-01-2020,25-01-2020,0
409,5,5,22-01-2020,09-02-2020,0
410,2,5,07-01-2020,10-01-2020,1
411,2,2,27-01-2020,12-02-2020,0
412,4,3,01-01-2020,23-01-2020,0
413,3,5,26-01-2020,01-02-2020,0
414,1,2,08-01-2020,09-01-2020,1
415,5,2,07-01-2020,05-02-2020,0
416,1,3,16-01-2020,07-02-2020,0
417,1,4,04-01-2020,05-01-2020,0
418,1,1,07-01-2020,17-01-2020,1
419,1,3,11-01-2020,16-01-2020,1
420,2,5,24-01-2020,12-02-2020,0
421,3,4,09-01-2020,26-01-2020,0
422,1,4,25-01-2020,05-02-2020,1
423,4,1,18-01-2020,07-02-2020,0
424,1,4,12-01-2020,05-02-2020,1
425,3,4,09-01-2020,18-01-2020,1
426,1,3,15-01-2020,08-02-2020,0
427,4,4,22-01-2020,19-02-2020,1
428,2,4,15-01-2020,20-01-2020,0
429,5,1,21-01-2020,28-01-2020,0
430,2,1,20-01-2020,23-01-2020,0
431,3,4,11-01-2020,26-01-2020,1
432,1,5,26-01-2020,31-01-2020,0
433,4,5,15-01-2020,14-02-2020,0
434,5,2,14-01-2020,04-02-2020,0
435,3,1,01-01-2020,09-01-2020,1
436,3,4,05-01-2020,09-01-2020,0
437,1,3,05-01-2020,28-01-2020,0
438,4,5,01-01-2020,28-01-2020,0
439,3,3,26-01-2020,24-02-2020,1
440,5,2,03-01-2020,02-02-2020,1
441,4,3,12-01-2020,23-01-2020,0
442,1,1,26-01-2020,09-02-2020,0
443,2,3,28-01-2020,06-02-2020,1
444,3,5,10-01-2020,15-01-2020,0
445,2,3,25-01-2020,14-02-2020,1
446,3,3,15-01-2020,13-02-2020,1
447,5,5,03-01-2020,08-01-2020,0
448,3,1,30-01-2020,14-02-2020,1
449,3,2,06-01-2020,20-01-2020,0
450,3,1,11-01-2020,08-02-2020,0
451,1,2,30-01-2020,14-02-2020,0
452,2,2,01-01-2020,20-01-2020,1
453,1,3,25-01-2020,08-02-2020,0
454,2,3,08-01-2020,06-02-2020,0
455,1,2,07-01-2020,10-01-2020,0
456,2,1,07-01-2020,22-01-2020,1
457,1,3,23-01-2020,11-02-2020,0
458,4,2,04-01-2020,23-01-2020,0
459,3,5,13-01-2020,16-01-2020,0
460,3,4,29-01-2020,03-02-2020,1
461,1,2,01-01-2020,30-01-2020,1
462,1,5,26-01-2020,13-02-2020,0
463,4,1,21-01-2020,11-02-2020,0
464,1,2,17-01-2020,13-02-2020,1
465,4,1,28-01-2020,05-02-2020,0
466,1,5,17-01-2020,26-01-2020,1
467,3,1,19-01-2020,06-02-2020,1
468,4,1,25-01-2020,06-02-2020,0
469,2,5,17-01-2020,31-01-2020,1
470,3,2,08-01-2020,19-01-2020,0
471,2,1,13-01-2020,26-01-2020,0
472,4,2,18-01-2020,04-02-2020,0
473,5,3,17-01-2020,15-02-2020,1
474,3,2,02-01-2020,14-01-2020,0
475,2,5,03-01-2020,10-01-2020,0
476,3,1,27-01-2020,26-02-2020,0
477,3,3,04-01-2020,09-01-2020,1
478,3,4,08-01-2020,03-02-2020,0
479,3,4,23-01-2020,26-01-2020,0
480,2,2,29-01-2020,23-02-2020,0
481,1,3,02-01-2020,29-01-2020,1
482,3,5,01-01-2020,29-01-2020,1
483,5,4,18-01-2020,28-01-2020,0
484,3,5,28-01-2020,13-02-2020,0
485,2,3,03-01-2020,23-01-2020,1
486,3,2,11-01-2020,19-01-2020,0
487,3,3,15-01-2020,03-02-2020,1
488,5,2,08-01-2020,15-01-2020,1
489,4,5,15-01-2020,08-02-2020,0
490,5,1,23-01-2020,31-01-2020,1
491,3,3,08-01-2020,23-01-2020,0
492,1,2,05-01-2020,18-01-2020,0
493,4,4,15-01-2020,22-01-2020,0
494,5,3,20-01-2020,07-02-2020,1
495,5,1,17-01-2020,25-01-2020,0
496,3,3,06-01-2020,09-01-2020,0
497,5,1,30-01-2020,27-02-2020,0
498,1,4,19-01-2020,24-01-2020,1
499,5,5,02-01-2020,04-01-2020,0
500,2,2,16-01-2020,31-01-2020,0
1,3,4,04-01-2020,14-01-2020,0
2,3,3,18-01-2020,09-02-2020,1
3,5,5,19-02-2020,06-03-2020,1
4,5,4,20-01-2020,13-02-2020,0
5,3,1,24-01-2020,30-01-2020,0
6,1,1,07-02-2020,29-02-2020,1
7,2,4,05-02-2020,20-02-2020,0
8,1,1,29-01-2020,12-02-2020,1
9,4,4,26-01-2020,03-02-2020,1
10,3,1,15-01-2020,30-01-2020,0
11,2,3,26-01-2020,30-01-2020,1
12,1,2,15-01-2020,17-01-2020,0
13,2,4,15-01-2020,24-01-2020,0
14,1,1,26-01-2020,04-02-2020,0
15,1,1,09-02-2020,23-02-2020,1
16,4,2,19-01-2020,16-02-2020,0
17,2,2,28-01-2020,23-02-2020,0
18,1,1,16-02-2020,19-02-2020,0
19,2,4,07-02-2020,15-02-2020,1
20,2,3,10-02-2020,10-03-2020,0
21,3,1,26-01-2020,22-02-2020,0
22,4,5,19-02-2020,21-02-2020,0
23,1,4,16-02-2020,12-03-2020,1
24,2,3,15-02-2020,06-03-2020,1
25,5,1,11-02-2020,16-02-2020,0
26,3,3,26-01-2020,17-02-2020,0
27,4,3,23-01-2020,25-01-2020,1
28,4,4,14-02-2020,20-02-2020,0
29,2,1,01-02-2020,17-02-2020,1
30,2,5,07-02-2020,26-02-2020,1
31,3,4,14-01-2020,12-02-2020,0
32,4,4,15-01-2020,07-02-2020,1
33,3,4,18-02-2020,05-03-2020,0
34,2,2,19-02-2020,25-02-2020,0
35,4,4,16-02-2020,08-03-2020,0
36,2,1,20-02-2020,25-02-2020,1
37,1,3,05-02-2020,24-02-2020,0
38,5,4,15-02-2020,21-02-2020,0
39,5,1,24-01-2020,26-01-2020,0
40,2,2,18-02-2020,21-02-2020,1
41,5,2,27-02-2020,23-03-2020,0
42,4,3,17-01-2020,03-02-2020,0
43,2,4,26-02-2020,02-03-2020,0
44,3,2,10-02-2020,20-02-2020,1
45,2,1,09-02-2020,29-02-2020,1
46,1,1,27-01-2020,16-02-2020,0
47,5,1,27-01-2020,28-01-2020,0
48,5,4,19-01-2020,01-02-2020,1
49,2,4,10-01-2020,01-02-2020,0
50,2,4,07-02-2020,25-02-2020,1
51,1,5,03-02-2020,16-02-2020,1
52,5,2,27-01-2020,02-02-2020,0
53,4,3,30-01-2020,01-02-2020,1
54,4,3,30-01-2020,21-02-2020,0
55,5,5,08-02-2020,18-02-2020,0
56,4,1,21-01-2020,23-01-2020,0
57,5,5,29-01-2020,27-02-2020,1
58,3,1,01-02-2020,17-02-2020,0
59,3,5,04-02-2020,03-03-2020,0
60,5,3,21-01-2020,22-01-2020,0
61,4,3,27-01-2020,03-02-2020,1
62,2,5,12-02-2020,26-02-2020,0
63,1,3,02-02-2020,17-02-2020,0
64,2,2,25-01-2020,05-02-2020,0
65,1,5,18-02-2020,27-02-2020,1
66,1,2,07-02-2020,25-02-2020,1
67,3,4,15-02-2020,22-02-2020,0
68,3,2,19-02-2020,09-03-2020,0
69,1,1,10-02-2020,02-03-2020,1
70,3,2,23-01-2020,06-02-2020,0
71,1,5,01-02-2020,09-02-2020,1
72,3,5,17-02-2020,01-03-2020,1
73,1,2,25-01-2020,22-02-2020,0
74,5,1,07-02-2020,12-02-2020,1
75,4,4,31-01-2020,01-02-2020,0
76,2,4,04-02-2020,27-02-2020,0
77,5,1,17-01-2020,03-02-2020,0
78,5,2,30-01-2020,14-02-2020,1
79,1,5,06-02-2020,23-02-2020,0
80,4,2,17-02-2020,04-03-2020,0
81,1,3,05-02-2020,05-03-2020,0
82,2,1,02-02-2020,07-02-2020,1
83,2,5,02-02-2020,25-02-2020,0
84,1,2,07-02-2020,11-02-2020,0
85,5,5,27-01-2020,23-02-2020,0
86,4,2,26-01-2020,07-02-2020,1
87,2,2,04-02-2020,17-02-2020,1
88,3,1,04-02-2020,23-02-2020,0
89,5,2,03-02-2020,14-02-2020,0
90,4,1,09-02-2020,22-02-2020,1
91,4,2,22-01-2020,17-02-2020,0
92,3,2,30-01-2020,16-02-2020,1
93,4,2,22-01-2020,28-01-2020,1
94,5,2,26-01-2020,20-02-2020,0
95,1,1,22-01-2020,15-02-2020,1
96,3,2,21-01-2020,03-02-2020,0
97,3,5,31-01-2020,07-02-2020,0
98,1,1,29-01-2020,31-01-2020,0
99,2,2,31-01-2020,15-02-2020,1
100,1,1,16-01-2020,22-01-2020,0
101,2,3,20-01-2020,27-01-2020,0
102,1,4,29-01-2020,15-02-2020,0
103,4,3,21-01-2020,16-02-2020,1
104,4,3,13-02-2020,24-02-2020,0
105,1,1,20-01-2020,24-01-2020,0
106,2,3,22-02-2020,22-03-2020,0
107,2,1,08-02-2020,22-02-2020,1
108,1,2,07-02-2020,10-02-2020,1
109,4,1,01-02-2020,22-02-2020,0
110,2,1,08-01-2020,04-02-2020,0
111,4,4,21-02-2020,10-03-2020,1
112,1,3,29-01-2020,01-02-2020,0
113,1,1,01-02-2020,19-02-2020,1
114,1,1,24-01-2020,27-01-2020,1
115,5,5,27-02-2020,19-03-2020,0
116,1,5,30-01-2020,15-02-2020,1
117,5,4,25-01-2020,01-02-2020,0
118,3,3,02-02-2020,21-02-2020,0
119,2,4,07-02-2020,06-03-2020,0
120,1,3,16-02-2020,03-03-2020,1
121,3,5,24-01-2020,24-01-2020,0
122,2,4,02-02-2020,02-02-2020,0
123,4,3,21-01-2020,19-02-2020,0
124,3,4,05-01-2020,03-02-2020,1
125,2,1,27-01-2020,06-02-2020,0
126,4,3,03-02-2020,21-02-2020,0
127,5,2,16-02-2020,23-02-2020,0
128,4,2,26-02-2020,15-03-2020,1
129,3,2,11-02-2020,11-03-2020,1
130,3,5,22-01-2020,26-01-2020,0
131,3,1,29-01-2020,12-02-2020,0
132,4,1,29-01-2020,06-02-2020,1
133,2,4,18-01-2020,09-02-2020,0
